# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# STN,YYYYMMDD,   TG
  260,20140917,  180
  260,20140918,  193
  260,20140919,  178
  260,20140920,  178
  260,20140921,  158
  260,20140922,  134
  260,20140923,  126
  260,20140924,  130
  260,20140925,  142
  260,20140926,  153
  260,20140927,  133
  260,20140928,  147
  260,20140929,  160
  260,20140930,  162
  260,20141001,  159
  260,20141002,  157
  260,20141003,  150
  260,20141004,  156
  260,20141005,  132
  260,20141006,  138
  260,20141007,  122
  260,20141008,  132
  260,20141009,  150
  260,20141010,  134
  260,20141011,  113
  260,20141012,  119
  260,20141013,  151
  260,20141014,  124
  260,20141015,  137
  260,20141016,  142
  260,20141017,  146
  260,20141018,  173
  260,20141019,  171
  260,20141020,  151
  260,20141021,  112
  260,20141022,  100
  260,20141023,  124
  260,20141024,  116
  260,20141025,  126
  260,20141026,  127
  260,20141027,  127
  260,20141028,   99
  260,20141029,  110
  260,20141030,  130
  260,20141031,  135
  260,20141101,  141
  260,20141102,  148
  260,20141103,  125
  260,20141104,   89
  260,20141105,   60
  260,20141106,   61
  260,20141107,   77
  260,20141108,   98
  260,20141109,   95
  260,20141110,   96
  260,20141111,   95
  260,20141112,   93
  260,20141113,   79
  260,20141114,  103
  260,20141115,   97
  260,20141116,   84
  260,20141117,   95
  260,20141118,   79
  260,20141119,   80
  260,20141120,   71
  260,20141121,   52
  260,20141122,   83
  260,20141123,  106
  260,20141124,   65
  260,20141125,   41
  260,20141126,   49
  260,20141127,   74
  260,20141128,   63
  260,20141129,   28
  260,20141130,   25
  260,20141201,   15
  260,20141202,    6
  260,20141203,  -12
  260,20141204,   -3
  260,20141205,   35
  260,20141206,   32
  260,20141207,   34
  260,20141208,   32
  260,20141209,   22
  260,20141210,   65
  260,20141211,   65
  260,20141212,   75
  260,20141213,   47
  260,20141214,   25
  260,20141215,   56
  260,20141216,   52
  260,20141217,   80
  260,20141218,  115
  260,20141219,   94
  260,20141220,   77
  260,20141221,   78
  260,20141222,  114
  260,20141223,  111
  260,20141224,   81
  260,20141225,   52
  260,20141226,   19
  260,20141227,    7
  260,20141228,   -9
  260,20141229,   35
  260,20141230,   50
  260,20141231,   52
  260,20150101,   30
  260,20150102,   73
  260,20150103,   38
  260,20150104,   39
  260,20150105,   24
  260,20150106,   28
  260,20150107,   45
  260,20150108,   65
  260,20150109,   99
  260,20150110,   95
  260,20150111,   64
  260,20150112,   84
  260,20150113,   86
  260,20150114,   44
  260,20150115,   79
  260,20150116,   55
  260,20150117,   30
  260,20150118,   22
  260,20150119,   10
  260,20150120,    8
  260,20150121,   -5
  260,20150122,  -12
  260,20150123,  -28
  260,20150124,   22
  260,20150125,   37
  260,20150126,   59
  260,20150127,   51
  260,20150128,   53
  260,20150129,   24
  260,20150130,   17
  260,20150131,   10
  260,20150201,   26
  260,20150202,   20
  260,20150203,   17
  260,20150204,    2
  260,20150205,   -7
  260,20150206,   -2
  260,20150207,   15
  260,20150208,   50
  260,20150209,   57
  260,20150210,   57
  260,20150211,   42
  260,20150212,   26
  260,20150213,   46
  260,20150214,   66
  260,20150215,   26
  260,20150216,    9
  260,20150217,   33
  260,20150218,   18
  260,20150219,   35
  260,20150220,   53
  260,20150221,   32
  260,20150222,   32
  260,20150223,   59
  260,20150224,   54
  260,20150225,   48
  260,20150226,   63
  260,20150227,   49
  260,20150228,   51
  260,20150301,   83
  260,20150302,   53
  260,20150303,   44
  260,20150304,   51
  260,20150305,   57
  260,20150306,   66
  260,20150307,   84
  260,20150308,   93
  260,20150309,   88
  260,20150310,   76
  260,20150311,   27
  260,20150312,   54
  260,20150313,   46
  260,20150314,   34
  260,20150315,   56
  260,20150316,   63
  260,20150317,   76
  260,20150318,   56
  260,20150319,   68
  260,20150320,   49
  260,20150321,   64
  260,20150322,   43
  260,20150323,   31
  260,20150324,   57
  260,20150325,   59
  260,20150326,   50
  260,20150327,   57
  260,20150328,   69
  260,20150329,   93
  260,20150330,   72
  260,20150331,   90
  260,20150401,   65
  260,20150402,   63
  260,20150403,   70
  260,20150404,   54
  260,20150405,   53
  260,20150406,   69
  260,20150407,   71
  260,20150408,   86
  260,20150409,  104
  260,20150410,  113
  260,20150411,   90
  260,20150412,  100
  260,20150413,   84
  260,20150414,  119
  260,20150415,  138
  260,20150416,   99
  260,20150417,   85
  260,20150418,   90
  260,20150419,   78
  260,20150420,  109
  260,20150421,  100
  260,20150422,   85
  260,20150423,   94
  260,20150424,  124
  260,20150425,  121
  260,20150426,  106
  260,20150427,   80
  260,20150428,   60
  260,20150429,   89
  260,20150430,   98
  260,20150501,   87
  260,20150502,   97
  260,20150503,  130
  260,20150504,  154
  260,20150505,  154
  260,20150506,  122
  260,20150507,  118
  260,20150508,  142
  260,20150509,  133
  260,20150510,  128
  260,20150511,  176
  260,20150512,  146
  260,20150513,  127
  260,20150514,  112
  260,20150515,   94
  260,20150516,  105
  260,20150517,  119
  260,20150518,  111
  260,20150519,  100
  260,20150520,  105
  260,20150521,  119
  260,20150522,  149
  260,20150523,  124
  260,20150524,  126
  260,20150525,  124
  260,20150526,  118
  260,20150527,  135
  260,20150528,  129
  260,20150529,  111
  260,20150530,  112
  260,20150531,  126
  260,20150601,  127
  260,20150602,  148
  260,20150603,  138
  260,20150604,  156
  260,20150605,  214
  260,20150606,  156
  260,20150607,  139
  260,20150608,  125
  260,20150609,  116
  260,20150610,  154
  260,20150611,  179
  260,20150612,  216
  260,20150613,  175
  260,20150614,  153
  260,20150615,  133
  260,20150616,  114
  260,20150617,  160
  260,20150618,  143
  260,20150619,  127
  260,20150620,  130
  260,20150621,  144
  260,20150622,  127
  260,20150623,  126
  260,20150624,  158
  260,20150625,  182
  260,20150626,  205
  260,20150627,  176
  260,20150628,  173
  260,20150629,  180
  260,20150630,  206
  260,20150701,  260
  260,20150702,  254
  260,20150703,  241
  260,20150704,  256
  260,20150705,  202
  260,20150706,  187
  260,20150707,  198
  260,20150708,  159
  260,20150709,  135
  260,20150710,  165
  260,20150711,  204
  260,20150712,  177
  260,20150713,  174
  260,20150714,  179
  260,20150715,  179
  260,20150716,  196
  260,20150717,  217
  260,20150718,  182
  260,20150719,  162
  260,20150720,  178
  260,20150721,  210
  260,20150722,  195
  260,20150723,  178
  260,20150724,  184
  260,20150725,  149
  260,20150726,  148
  260,20150727,  166
  260,20150728,  152
  260,20150729,  141
  260,20150730,  138
  260,20150731,  133
  260,20150801,  151
  260,20150802,  177
  260,20150803,  215
  260,20150804,  180
  260,20150805,  189
  260,20150806,  205
  260,20150807,  206
  260,20150808,  187
  260,20150809,  186
  260,20150810,  198
  260,20150811,  200
  260,20150812,  195
  260,20150813,  217
  260,20150814,  209
  260,20150815,  184
  260,20150816,  150
  260,20150817,  143
  260,20150818,  146
  260,20150819,  165
  260,20150820,  179
  260,20150821,  197
  260,20150822,  207
  260,20150823,  197
  260,20150824,  179
  260,20150825,  167
  260,20150826,  202
  260,20150827,  157
  260,20150828,  154
  260,20150829,  170
  260,20150830,  200
  260,20150831,  209
  260,20150901,  161
  260,20150902,  132
  260,20150903,  122
  260,20150904,  135
  260,20150905,  132
  260,20150906,  131
  260,20150907,  142
  260,20150908,  139
  260,20150909,  131
  260,20150910,  143
  260,20150911,  143
  260,20150912,  157
  260,20150913,  166
  260,20150914,  145
  260,20150915,  125
  260,20150916,  154
  260,20150917,  144
  260,20150918,  139
  260,20150919,  134
  260,20150920,  135
  260,20150921,  146
  260,20150922,  131
  260,20150923,  132
  260,20150924,  126
  260,20150925,  116
  260,20150926,  104
  260,20150927,  110
  260,20150928,  105
  260,20150929,  117
  260,20150930,  123
  260,20151001,  106
  260,20151002,  103
  260,20151003,  103
  260,20151004,  103
  260,20151005,  131
  260,20151006,  153
  260,20151007,  149
  260,20151008,  124
  260,20151009,  102
  260,20151010,  109
  260,20151011,   65
  260,20151012,   48
  260,20151013,   38
  260,20151014,   51
  260,20151015,   63
  260,20151016,   77
  260,20151017,   81
  260,20151018,   84
  260,20151019,  105
  260,20151020,   95
  260,20151021,   97
  260,20151022,  119
  260,20151023,  114
  260,20151024,  118
  260,20151025,   99
  260,20151026,  105
  260,20151027,  111
  260,20151028,  106
  260,20151029,  107
  260,20151030,  102
  260,20151031,   98
  260,20151101,   77
  260,20151102,   69
  260,20151103,   90
  260,20151104,  122
  260,20151105,  133
  260,20151106,  155
  260,20151107,  164
  260,20151108,  131
  260,20151109,  136
  260,20151110,  145
  260,20151111,  127
  260,20151112,  133
  260,20151113,  114
  260,20151114,   97
  260,20151115,  143
  260,20151116,  125
  260,20151117,  135
  260,20151118,  131
  260,20151119,  112
  260,20151120,   79
  260,20151121,   43
  260,20151122,   26
  260,20151123,   32
  260,20151124,   42
  260,20151125,   54
  260,20151126,   40
  260,20151127,   45
  260,20151128,   67
  260,20151129,  102
  260,20151130,   95
  260,20151201,   97
  260,20151202,  110
  260,20151203,   98
  260,20151204,   94
  260,20151205,   79
  260,20151206,  105
  260,20151207,  105
  260,20151208,   98
  260,20151209,   76
  260,20151210,   59
  260,20151211,   70
  260,20151212,   76
  260,20151213,   68
  260,20151214,   76
  260,20151215,   74
  260,20151216,  114
  260,20151217,  136
  260,20151218,  118
  260,20151219,  122
  260,20151220,  116
  260,20151221,  104
  260,20151222,  130
  260,20151223,  106
  260,20151224,   98
  260,20151225,   96
  260,20151226,  131
  260,20151227,  118
  260,20151228,   89
  260,20151229,   75
  260,20151230,   69
  260,20151231,   78
  260,20160101,   41
  260,20160102,   54
  260,20160103,   69
  260,20160104,   57
  260,20160105,   68
  260,20160106,   26
  260,20160107,   61
  260,20160108,   54
  260,20160109,   56
  260,20160110,   69
  260,20160111,   48
  260,20160112,   58
  260,20160113,   50
  260,20160114,   35
  260,20160115,   24
  260,20160116,   27
  260,20160117,  -10
  260,20160118,  -33
  260,20160119,  -25
  260,20160120,   12
  260,20160121,  -12
  260,20160122,    9
  260,20160123,   66
  260,20160124,   77
  260,20160125,  107
  260,20160126,   92
  260,20160127,  109
  260,20160128,   67
  260,20160129,   85
  260,20160130,   74
  260,20160131,   68
  260,20160201,  115
  260,20160202,   89
  260,20160203,   50
  260,20160204,   51
  260,20160205,   87
  260,20160206,   94
  260,20160207,   85
  260,20160208,   85
  260,20160209,   53
  260,20160210,   48
  260,20160211,   38
  260,20160212,   27
  260,20160213,   18
  260,20160214,   14
  260,20160215,   23
  260,20160216,   -3
  260,20160217,  -13
  260,20160218,   13
  260,20160219,   39
  260,20160220,   82
  260,20160221,  104
  260,20160222,   68
  260,20160223,   43
  260,20160224,   23
  260,20160225,   18
  260,20160226,   21
  260,20160227,   22
  260,20160228,   22
  260,20160229,   13
  260,20160301,   20
  260,20160302,   53
  260,20160303,   39
  260,20160304,   10
  260,20160305,    5
  260,20160306,   30
  260,20160307,   25
  260,20160308,   36
  260,20160309,   44
  260,20160310,   41
  260,20160311,   32
  260,20160312,   31
  260,20160313,   39
  260,20160314,   41
  260,20160315,   46
  260,20160316,   44
  260,20160317,   57
  260,20160318,   52
  260,20160319,   62
  260,20160320,   68
  260,20160321,   72
  260,20160322,   76
  260,20160323,   76
  260,20160324,   79
  260,20160325,   65
  260,20160326,   95
  260,20160327,   91
  260,20160328,   97
  260,20160329,   78
  260,20160330,   81
  260,20160331,   76
  260,20160401,   72
  260,20160402,  101
  260,20160403,  152
  260,20160404,  124
  260,20160405,  106
  260,20160406,   89
  260,20160407,   73
  260,20160408,   67
  260,20160409,   92
  260,20160410,  107
  260,20160411,  132
  260,20160412,  116
  260,20160413,   90
  260,20160414,  106
  260,20160415,  103
  260,20160416,   86
  260,20160417,   62
  260,20160418,   81
  260,20160419,   97
  260,20160420,   86
  260,20160421,  101
  260,20160422,   87
  260,20160423,   62
  260,20160424,   46
  260,20160425,   49
  260,20160426,   48
  260,20160427,   60
  260,20160428,   58
  260,20160429,   74
  260,20160430,   77
  260,20160501,   79
  260,20160502,  115
  260,20160503,   97
  260,20160504,   95
  260,20160505,  128
  260,20160506,  164
  260,20160507,  195
  260,20160508,  201
  260,20160509,  202
  260,20160510,  189
  260,20160511,  204
  260,20160512,  202
  260,20160513,  154
  260,20160514,   89
  260,20160515,   86
  260,20160516,   93
  260,20160517,  123
  260,20160518,  136
  260,20160519,  134
  260,20160520,  137
  260,20160521,  179
  260,20160522,  155
  260,20160523,  120
  260,20160524,  114
  260,20160525,  118
  260,20160526,  137
  260,20160527,  160
  260,20160528,  176
  260,20160529,  172
  260,20160530,  162
  260,20160531,  182
  260,20160601,  192
  260,20160602,  153
  260,20160603,  164
  260,20160604,  201
  260,20160605,  200
  260,20160606,  189
  260,20160607,  201
  260,20160608,  161
  260,20160609,  153
  260,20160610,  164
  260,20160611,  162
  260,20160612,  166
  260,20160613,  159
  260,20160614,  152
  260,20160615,  146
  260,20160616,  157
  260,20160617,  151
  260,20160618,  141
  260,20160619,  153
  260,20160620,  155
  260,20160621,  170
  260,20160622,  201
  260,20160623,  220
  260,20160624,  192
  260,20160625,  154
  260,20160626,  149
  260,20160627,  149
  260,20160628,  167
  260,20160629,  160
  260,20160630,  164
  260,20160701,  169
  260,20160702,  154
  260,20160703,  147
  260,20160704,  170
  260,20160705,  154
  260,20160706,  149
  260,20160707,  168
  260,20160708,  175
  260,20160709,  197
  260,20160710,  213
  260,20160711,  186
  260,20160712,  166
  260,20160713,  145
  260,20160714,  145
  260,20160715,  166
  260,20160716,  197
  260,20160717,  198
  260,20160718,  202
  260,20160719,  228
  260,20160720,  254
  260,20160721,  218
  260,20160722,  211
  260,20160723,  211
  260,20160724,  207
  260,20160725,  182
  260,20160726,  184
  260,20160727,  179
  260,20160728,  190
  260,20160729,  183
  260,20160730,  177
  260,20160731,  170
  260,20160801,  165
  260,20160802,  166
  260,20160803,  190
  260,20160804,  173
  260,20160805,  176
  260,20160806,  164
  260,20160807,  184
  260,20160808,  172
  260,20160809,  144
  260,20160810,  128
  260,20160811,  136
  260,20160812,  189
  260,20160813,  176
  260,20160814,  170
  260,20160815,  161
  260,20160816,  163
  260,20160817,  172
  260,20160818,  177
  260,20160819,  181
  260,20160820,  178
  260,20160821,  167
  260,20160822,  180
  260,20160823,  210
  260,20160824,  228
  260,20160825,  243
  260,20160826,  221
  260,20160827,  216
  260,20160828,  205
  260,20160829,  172
  260,20160830,  162
  260,20160831,  174
  260,20160901,  172
  260,20160902,  166
  260,20160903,  185
  260,20160904,  179
  260,20160905,  173
  260,20160906,  177
  260,20160907,  183
  260,20160908,  196
  260,20160909,  169
  260,20160910,  184
  260,20160911,  185
  260,20160912,  209
  260,20160913,  235
  260,20160914,  230
  260,20160915,  226
  260,20160916,  174
  260,20160917,  173
  260,20160918,  167
  260,20160919,  144
  260,20160920,  145
  260,20160921,  147
  260,20160922,  138
  260,20160923,  136
  260,20160924,  152
  260,20160925,  163
  260,20160926,  135
  260,20160927,  145
  260,20160928,  187
  260,20160929,  159
  260,20160930,  145
  260,20161001,  135
  260,20161002,  121
  260,20161003,  145
  260,20161004,  130
  260,20161005,   98
  260,20161006,   94
  260,20161007,  118
  260,20161008,  110
  260,20161009,   79
  260,20161010,   79
  260,20161011,   80
  260,20161012,   89
  260,20161013,   91
  260,20161014,   99
  260,20161015,  107
  260,20161016,  133
  260,20161017,  121
  260,20161018,  102
  260,20161019,   88
  260,20161020,   85
  260,20161021,   76
  260,20161022,   67
  260,20161023,   48
  260,20161024,   71
  260,20161025,   87
  260,20161026,   95
  260,20161027,  118
  260,20161028,  131
  260,20161029,   96
  260,20161030,   87
  260,20161031,   85
  260,20161101,   81
  260,20161102,   72
  260,20161103,   67
  260,20161104,   76
  260,20161105,   69
  260,20161106,   61
  260,20161107,   42
  260,20161108,   19
  260,20161109,   30
  260,20161110,   40
  260,20161111,   18
  260,20161112,   20
  260,20161113,   27
  260,20161114,   31
  260,20161115,  108
  260,20161116,  119
  260,20161117,   93
  260,20161118,   60
  260,20161119,   58
  260,20161120,   84
  260,20161121,  120
  260,20161122,  110
  260,20161123,   79
  260,20161124,   66
  260,20161125,   33
  260,20161126,   -1
  260,20161127,   56
  260,20161128,   -3
  260,20161129,  -31
  260,20161130,   20
  260,20161201,   79
  260,20161202,   52
  260,20161203,   -1
  260,20161204,  -14
  260,20161205,  -27
  260,20161206,    1
  260,20161207,   63
  260,20161208,   82
  260,20161209,   91
  260,20161210,   78
  260,20161211,   85
  260,20161212,   53
  260,20161213,   66
  260,20161214,   73
  260,20161215,   65
  260,20161216,   54
  260,20161217,   61
  260,20161218,   62
  260,20161219,   43
  260,20161220,   -6
  260,20161221,   41
  260,20161222,   59
  260,20161223,   60
  260,20161224,   79
  260,20161225,  104
  260,20161226,   83
  260,20161227,   66
  260,20161228,   10
  260,20161229,  -22
  260,20161230,  -11
  260,20161231,   18
  260,20170101,    5
  260,20170102,   30
  260,20170103,   50
  260,20170104,   58
  260,20170105,    0
  260,20170106,  -30
  260,20170107,   -2
  260,20170108,   43
  260,20170109,   48
  260,20170110,   53
  260,20170111,   72
  260,20170112,   52
  260,20170113,   31
  260,20170114,   18
  260,20170115,    7
  260,20170116,  -16
  260,20170117,  -34
  260,20170118,  -38
  260,20170119,  -20
  260,20170120,   -3
  260,20170121,   -2
  260,20170122,  -17
  260,20170123,   16
  260,20170124,    8
  260,20170125,  -11
  260,20170126,  -28
  260,20170127,    8
  260,20170128,   54
  260,20170129,   47
  260,20170130,   49
  260,20170131,   37
  260,20170201,   34
  260,20170202,   86
  260,20170203,   86
  260,20170204,   57
  260,20170205,   44
  260,20170206,   43
  260,20170207,   24
  260,20170208,    0
  260,20170209,  -16
  260,20170210,  -23
  260,20170211,   -4
  260,20170212,    7
  260,20170213,   22
  260,20170214,   38
  260,20170215,   74
  260,20170216,   68
  260,20170217,   70
  260,20170218,   56
  260,20170219,   62
  260,20170220,   91
  260,20170221,   96
  260,20170222,   95
  260,20170223,   80
  260,20170224,   45
  260,20170225,   58
  260,20170226,   87
  260,20170227,   87
  260,20170228,   47
  260,20170301,   63
  260,20170302,   66
  260,20170303,   59
  260,20170304,   92
  260,20170305,   69
  260,20170306,   60
  260,20170307,   67
  260,20170308,   59
  260,20170309,   77
  260,20170310,   65
  260,20170311,   73
  260,20170312,   79
  260,20170313,   65
  260,20170314,   88
  260,20170315,   90
  260,20170316,   94
  260,20170317,   83
  260,20170318,   97
  260,20170319,  113
  260,20170320,  103
  260,20170321,   75
  260,20170322,   63
  260,20170323,   82
  260,20170324,   84
  260,20170325,   85
  260,20170326,   80
  260,20170327,   92
  260,20170328,  113
  260,20170329,  126
  260,20170330,  157
  260,20170331,  145
  260,20170401,  108
  260,20170402,  103
  260,20170403,   81
  260,20170404,   98
  260,20170405,   92
  260,20170406,   81
  260,20170407,  105
  260,20170408,   96
  260,20170409,  117
  260,20170410,   98
  260,20170411,   96
  260,20170412,   98
  260,20170413,   93
  260,20170414,   99
  260,20170415,   96
  260,20170416,   79
  260,20170417,   65
  260,20170418,   61
  260,20170419,   39
  260,20170420,   69
  260,20170421,  111
  260,20170422,   78
  260,20170423,   66
  260,20170424,   93
  260,20170425,   59
  260,20170426,   50
  260,20170427,   61
  260,20170428,   76
  260,20170429,   76
  260,20170430,  123
  260,20170501,  117
  260,20170502,  100
  260,20170503,  107
  260,20170504,  104
  260,20170505,   89
  260,20170506,  128
  260,20170507,  117
  260,20170508,   97
  260,20170509,   80
  260,20170510,   90
  260,20170511,  154
  260,20170512,  155
  260,20170513,  140
  260,20170514,  134
  260,20170515,  149
  260,20170516,  204
  260,20170517,  223
  260,20170518,  165
  260,20170519,  136
  260,20170520,  125
  260,20170521,  144
  260,20170522,  176
  260,20170523,  161
  260,20170524,  159
  260,20170525,  174
  260,20170526,  203
  260,20170527,  229
  260,20170528,  205
  260,20170529,  219
  260,20170530,  183
  260,20170531,  174
  260,20170601,  166
  260,20170602,  198
  260,20170603,  184
  260,20170604,  154
  260,20170605,  171
  260,20170606,  141
  260,20170607,  140
  260,20170608,  168
  260,20170609,  165
  260,20170610,  178
  260,20170611,  199
  260,20170612,  161
  260,20170613,  163
  260,20170614,  174
  260,20170615,  200
  260,20170616,  162
  260,20170617,  186
  260,20170618,  208
  260,20170619,  236
  260,20170620,  216
  260,20170621,  214
  260,20170622,  229
  260,20170623,  196
  260,20170624,  171
  260,20170625,  175
  260,20170626,  168
  260,20170627,  173
  260,20170628,  180
  260,20170629,  175
  260,20170630,  162
  260,20170701,  161
  260,20170702,  156
  260,20170703,  166
  260,20170704,  186
  260,20170705,  190
  260,20170706,  199
  260,20170707,  206
  260,20170708,  186
  260,20170709,  172
  260,20170710,  196
  260,20170711,  177
  260,20170712,  149
  260,20170713,  146
  260,20170714,  142
  260,20170715,  172
  260,20170716,  186
  260,20170717,  186
  260,20170718,  199
  260,20170719,  235
  260,20170720,  191
  260,20170721,  182
  260,20170722,  194
  260,20170723,  160
  260,20170724,  161
  260,20170725,  167
  260,20170726,  190
  260,20170727,  185
  260,20170728,  172
  260,20170729,  182
  260,20170730,  188
  260,20170731,  181
  260,20170801,  178
  260,20170802,  176
  260,20170803,  190
  260,20170804,  183
  260,20170805,  159
  260,20170806,  158
  260,20170807,  168
  260,20170808,  162
  260,20170809,  167
  260,20170810,  157
  260,20170811,  167
  260,20170812,  168
  260,20170813,  162
  260,20170814,  179
  260,20170815,  179
  260,20170816,  176
  260,20170817,  173
  260,20170818,  169
  260,20170819,  154
  260,20170820,  158
  260,20170821,  159
  260,20170822,  182
  260,20170823,  196
  260,20170824,  179
  260,20170825,  169
  260,20170826,  182
  260,20170827,  178
  260,20170828,  187
  260,20170829,  210
  260,20170830,  178
  260,20170831,  144
  260,20170901,  147
  260,20170902,  133
  260,20170903,  130
  260,20170904,  158
  260,20170905,  186
  260,20170906,  159
  260,20170907,  156
  260,20170908,  151
  260,20170909,  132
  260,20170910,  139
  260,20170911,  141
  260,20170912,  146
  260,20170913,  141
  260,20170914,  117
  260,20170915,  125
  260,20170916,  106
  260,20170917,  108
  260,20170918,  120
  260,20170919,  120
  260,20170920,  135
  260,20170921,  134
  260,20170922,  119
  260,20170923,  109
  260,20170924,  121
  260,20170925,  142
  260,20170926,  132
  260,20170927,  136
  260,20170928,  158
  260,20170929,  171
  260,20170930,  131
  260,20171001,  141
  260,20171002,  156
  260,20171003,  136
  260,20171004,  130
  260,20171005,  129
  260,20171006,  116
  260,20171007,  122
  260,20171008,  121
  260,20171009,  121
  260,20171010,  143
  260,20171011,  148
  260,20171012,  134
  260,20171013,  153
  260,20171014,  148
  260,20171015,  158
  260,20171016,  186
  260,20171017,  129
  260,20171018,  137
  260,20171019,  157
  260,20171020,  137
  260,20171021,  132
  260,20171022,  108
  260,20171023,  126
  260,20171024,  153
  260,20171025,  142
  260,20171026,  140
  260,20171027,  118
  260,20171028,  124
  260,20171029,  107
  260,20171030,   83
  260,20171031,  101
  260,20171101,  112
  260,20171102,   98
  260,20171103,   88
  260,20171104,  106
  260,20171105,   78
  260,20171106,   48
  260,20171107,   33
  260,20171108,   59
  260,20171109,   87
  260,20171110,   92
  260,20171111,   66
  260,20171112,   52
  260,20171113,   62
  260,20171114,   77
  260,20171115,   94
  260,20171116,   93
  260,20171117,   56
  260,20171118,   69
  260,20171119,   67
  260,20171120,   78
  260,20171121,  115
  260,20171122,  114
  260,20171123,  111
  260,20171124,   69
  260,20171125,   37
  260,20171126,   53
  260,20171127,   67
  260,20171128,   54
  260,20171129,   29
  260,20171130,   15
  260,20171201,    0
  260,20171202,   -4
  260,20171203,   37
  260,20171204,   70
  260,20171205,   76
  260,20171206,   80
  260,20171207,   59
  260,20171208,   26
  260,20171209,   21
  260,20171210,   11
  260,20171211,   -1
  260,20171212,   18
  260,20171213,   40
  260,20171214,   33
  260,20171215,   26
  260,20171216,   27
  260,20171217,   25
  260,20171218,   59
  260,20171219,   52
  260,20171220,   75
  260,20171221,   84
  260,20171222,   86
  260,20171223,   87
  260,20171224,   82
  260,20171225,   74
  260,20171226,   58
  260,20171227,   51
  260,20171228,   39
  260,20171229,   28
  260,20171230,   88
  260,20171231,  106
  260,20180101,   68
  260,20180102,   65
  260,20180103,   88
  260,20180104,   82
  260,20180105,   64
  260,20180106,   45
  260,20180107,   10
  260,20180108,   11
  260,20180109,   30
  260,20180110,   69
  260,20180111,   57
  260,20180112,   50
  260,20180113,   42
  260,20180114,   29
  260,20180115,   52
  260,20180116,   52
  260,20180117,   46
  260,20180118,   47
  260,20180119,   37
  260,20180120,   22
  260,20180121,   30
  260,20180122,   63
  260,20180123,   81
  260,20180124,  117
  260,20180125,   77
  260,20180126,   54
  260,20180127,   58
  260,20180128,   97
  260,20180129,   88
  260,20180130,   47
  260,20180131,   65
  260,20180201,   34
  260,20180202,   44
  260,20180203,   20
  260,20180204,   17
  260,20180205,   10
  260,20180206,  -21
  260,20180207,  -22
  260,20180208,   10
  260,20180209,    6
  260,20180210,   29
  260,20180211,   45
  260,20180212,   30
  260,20180213,   20
  260,20180214,   19
  260,20180215,   43
  260,20180216,   32
  260,20180217,    9
  260,20180218,    7
  260,20180219,   12
  260,20180220,    8
  260,20180221,    3
  260,20180222,    2
  260,20180223,   -5
  260,20180224,   -4
  260,20180225,  -22
  260,20180226,  -33
  260,20180227,  -36
  260,20180228,  -66
  260,20180301,  -47
  260,20180302,  -37
  260,20180303,  -17
  260,20180304,   50
  260,20180305,   66
  260,20180306,   56
  260,20180307,   59
  260,20180308,   48
  260,20180309,   65
  260,20180310,  114
  260,20180311,  102
  260,20180312,  103
  260,20180313,   56
  260,20180314,   58
  260,20180315,   73
  260,20180316,   38
  260,20180317,  -14
  260,20180318,  -10
  260,20180319,   -2
  260,20180320,   38
  260,20180321,   36
  260,20180322,   64
  260,20180323,   62
  260,20180324,   65
  260,20180325,   54
  260,20180326,   47
  260,20180327,   56
  260,20180328,   59
  260,20180329,   65
  260,20180330,   90
  260,20180331,   72
  260,20180401,   48
  260,20180402,   77
  260,20180403,  127
  260,20180404,  103
  260,20180405,   59
  260,20180406,   88
  260,20180407,  139
  260,20180408,  152
  260,20180409,  126
  260,20180410,  155
  260,20180411,  127
  260,20180412,  104
  260,20180413,  100
  260,20180414,  115
  260,20180415,  127
  260,20180416,  114
  260,20180417,  128
  260,20180418,  163
  260,20180419,  192
  260,20180420,  183
  260,20180421,  155
  260,20180422,  179
  260,20180423,  131
  260,20180424,  129
  260,20180425,  115
  260,20180426,  103
  260,20180427,  103
  260,20180428,  117
  260,20180429,   92
  260,20180430,   95
  260,20180501,   79
  260,20180502,  109
  260,20180503,  104
  260,20180504,  119
  260,20180505,  147
  260,20180506,  172
  260,20180507,  180
  260,20180508,  191
  260,20180509,  179
  260,20180510,  121
  260,20180511,  123
  260,20180512,  170
  260,20180513,  131
  260,20180514,  187
  260,20180515,  192
